index,Democrat,Republican,Ambigious,i_score,party
3054102654,1,8,3,1.0,Republican
129994580,1,8,3,0.875,Republican
58422071,1,4,8,,
22517877,7,4,2,0.17857142857142802,Democrat
984678802805678080,0,10,1,0.25,Democrat
34772326,6,5,5,0.5,Republican
23991014,1,6,3,0.6666666666666661,Republican
351321625,3,6,7,0.291666666666666,Democrat
616851477,6,6,3,0.1875,Democrat
4894805770,1,5,5,0.9078947368421051,Republican
132699883,1,2,8,0.125,Democrat
2350676532,0,7,4,,
17300204,8,2,9,0.4,Democrat
272984263,4,3,8,0.30769230769230704,Democrat
172897867,1,6,4,0.375,Democrat
94663268,6,5,5,0.25,Democrat
723257911,1,9,2,0.7916666666666661,Republican
27908774,3,5,6,0.208333333333333,Democrat
193158134,0,5,5,0.75,Republican
383800640,7,5,5,0.22560975609756,Democrat
377701920,1,6,4,0.7187500000000001,Republican
350510856,7,3,6,,
753951104,0,3,7,0.833333333333333,Republican
100256670,5,7,0,,
254674088,7,7,6,0.27083333333333304,Democrat
1653895447,0,2,8,0.85,Republican
2353919130,0,7,6,,
45734549,1,8,2,1.0,Republican
3227289826,6,0,10,0.25,Democrat
2266438256,7,3,4,0.17857142857142802,Democrat
799240550478061568,8,2,5,0.291666666666666,Democrat
188469173,3,5,4,0.291666666666666,Democrat
15828724,3,4,3,0.25,Democrat
358421123,2,5,4,0.7215909090909091,Republican
234513344,1,9,1,0.287878787878787,Democrat
3195689265,1,9,3,0.9027777777777771,Republican
535998595,1,0,13,0.08333333333333301,Democrat
21458404,8,2,5,0.35000000000000003,Democrat
274607389,9,3,5,0.125,Democrat
20908948,4,9,0,0.28333333333333305,Democrat
757945226581250049,0,6,6,,
26317894,2,6,4,0.375,Democrat
23007268,3,7,3,0.125,Democrat
22552065,3,4,4,0.075,Democrat
34465083,7,1,6,0.315217391304347,Democrat
702433317925343232,0,4,6,,
30044916,4,4,5,0.375,Democrat
22089075,1,7,3,0.805555555555555,Republican
300964081,0,6,4,,
31144227,2,4,6,0.25,Democrat
619374801,0,5,5,,
16992657,3,2,6,0.116666666666666,Democrat
215427984,0,6,4,0.807142857142857,Republican
53959333,4,5,7,0.0,Democrat
2865005278,0,2,8,0.738804276339687,Republican
457998446,2,4,5,0.875,Republican
22747659,5,3,7,0.07142857142857101,Democrat
15949110,3,6,2,0.27083333333333304,Democrat
2911882833,4,4,4,0.85,Republican
34809827,1,4,6,0.833333333333333,Republican
494122378,0,3,7,,
19214412,2,6,4,0.315,Democrat
728780021007933440,0,3,8,0.7000000000000001,Republican
24051377,0,4,6,,
341761680,2,2,8,0.9038461538461531,Republican
703642055579344897,0,7,3,,
1112765505708924928,0,6,4,,
706180472,2,5,3,0.14285714285714202,Democrat
889453789,1,4,7,0.8676470588235291,Republican
323573256,1,5,4,,
279704551,3,9,0,0.1,Democrat
16088452,8,5,5,0.4,Democrat
31408919,3,4,7,0.4375,Democrat
2310215120,1,2,7,0.8415492957746471,Republican
3872700794,0,4,7,0.884615384615384,Republican
287995870,1,5,4,,
23707836,9,4,5,0.25,Democrat
781911014690451456,1,6,4,0.6732630736035781,Republican
964585201,6,3,4,0.08333333333333301,Democrat
803280114,3,6,2,,
24278162,3,5,3,0.315217391304347,Democrat
239491629,8,4,3,0.28571428571428503,Democrat
286492669,0,4,6,,
139114713,10,4,2,0.25,Democrat
344349680,1,6,6,0.875,Republican
3490579037,0,8,4,,
240658286,0,3,9,,
43866447,3,7,2,0.125,Democrat
2986019473,4,6,4,0.25,Democrat
1185956511941627904,1,8,1,0.75,Republican
212042821,1,8,3,0.7222222222222221,Republican
797350777031426048,9,4,2,0.27083333333333304,Democrat
2195045904,3,4,5,,
64045963,4,2,8,0.16666666666666602,Democrat
57551446,1,5,5,,
2901186159,0,4,6,,
3344154155,0,4,6,0.6666666666666661,Republican
394223998,7,2,6,0.211538461538461,Democrat
749958546004054017,0,4,6,,
404901093,3,4,5,0.1875,Democrat
23779552,0,6,4,0.75,Republican
1132881972,6,4,7,0.15384615384615302,Democrat
164108194,0,1,9,0.9946808510638291,Republican
1163558938681458688,0,2,8,0.75,Republican
561795388,0,10,1,,
551645648,3,6,2,,
17504275,5,4,5,0.3125,Democrat
782381791021703168,0,3,7,0.75,Republican
247373223,6,4,5,0.11904761904761901,Democrat
3042104196,6,4,2,0.25,Democrat
283759033,2,5,5,0.8308823529411761,Republican
248209500,0,5,6,0.9237804878048781,Republican
16329666,2,7,2,,
822509614923124738,0,6,5,,
942218795208380416,1,8,4,0.8125,Republican
514870087,2,1,8,,
4594844973,4,2,6,0.125,Democrat
241539105,4,5,3,0.22222222222222202,Democrat
22204161,10,3,5,0.16666666666666602,Democrat
53963139,0,7,4,0.808823529411764,Republican
16236659,6,2,7,0.15,Democrat
2612111868,8,2,6,0.3125,Democrat
296878837,1,8,1,0.115384615384615,Democrat
17043591,7,5,1,0.25,Democrat
20952906,1,10,0,,
18851009,0,1,9,,
976681201,2,5,3,0.85,Republican
872282100464005120,0,6,5,,
45673193,1,4,6,0.8125,Republican
821766662529646592,0,1,9,0.9166666666666661,Republican
292122096,0,7,3,0.75,Republican
361299250,1,9,1,0.25,Democrat
25300555,3,7,1,0.321428571428571,Democrat
835655239512522752,0,7,3,0.8437500000000001,Republican
32634425,5,4,5,0.0,Democrat
1173547249,5,5,3,0.267857142857142,Democrat
36951068,0,7,4,0.861111111111111,Republican
3308233864,2,4,4,0.886363636363636,Republican
51090981,1,6,5,0.75,Republican
858456005339783168,7,2,5,0.28125,Democrat
20959042,1,6,4,0.645833333333333,Republican
2209951958,4,6,5,0.22727272727272702,Democrat
599920563,2,4,5,,
209693451,11,0,1,,
2569387412,4,5,7,0.095588235294117,Democrat
2938800000,1,9,4,,
715362236,0,6,6,1.0,Republican
109026034,0,8,3,1.0,Republican
8450132,8,1,9,,
4827974440,1,7,5,1.0,Republican
42890409,3,6,3,0.25,Democrat
715977011408330753,1,6,4,,
1273923456,1,6,3,0.777777777777777,Republican
21904140,4,4,4,0.5,Republican
431537362,2,5,3,0.875,Republican
2329290121,2,5,5,0.958333333333333,Republican
912129926148521990,1,6,5,,
2262100542,1,3,7,0.736111111111111,Republican
89247518,3,5,8,,
57323270,1,3,7,0.5416666666666661,Republican
864912266881138689,1,4,5,,
777570429414309890,1,8,4,,
890235364367093760,6,6,1,0.16666666666666602,Democrat
133945668,7,3,5,0.30000000000000004,Democrat
36755512,6,4,5,0.35000000000000003,Democrat
62174045,0,3,7,1.0,Republican
2236981711,1,4,5,0.75,Republican
29984961,4,4,4,0.0,Democrat
190375978,8,7,3,0.21875000000000003,Democrat
717301680,0,5,6,0.33333333333333304,Democrat
837174038359322624,0,10,1,0.866666666666666,Republican
4241238253,0,1,10,0.75,Republican
352462668,1,9,0,0.5234375,Republican
874346378167808000,0,3,7,0.6666666666666661,Republican
349712407,2,1,7,0.9840604026845631,Republican
863568394154426368,2,8,1,0.7916666666666661,Republican
66815016,2,2,6,0.943298969072164,Republican
480886257,4,5,4,0.22916666666666602,Democrat
710959166555295744,0,6,5,0.6739130434782601,Republican
285111689,5,5,2,0.041666666666666005,Democrat
3258872755,5,5,2,0.215,Democrat
2540493824,0,4,6,0.75,Republican
792100685198286848,0,7,4,,
2984257052,1,8,4,0.8064516129032251,Republican
16263945,5,5,3,0.3375,Democrat
395048148,1,3,7,0.7812500000000001,Republican
985067191484796929,3,4,5,,
220456557,1,6,5,0.8571428571428571,Republican
115085635,3,6,4,0.2,Democrat
353428725,3,7,3,0.7196969696969691,Republican
78660737,6,4,3,0.05,Democrat
385579048,3,4,4,1.0,Republican
228938650,0,5,5,,
224834462,4,10,2,0.8676470588235291,Republican
761149951829241856,5,6,2,,
1355371992,2,3,6,0.225,Democrat
780562355021238272,0,5,7,0.891304347826086,Republican
109900347,3,6,3,0.32845955846026204,Democrat
241263190,0,5,6,0.861111111111111,Republican
723175190897664000,0,1,9,,
614272999,8,5,2,0.16666666666666602,Democrat
40606788,2,4,6,0.125,Democrat
360196148,1,3,6,,
20974514,5,3,4,0.25,Democrat
311207369,3,5,4,,
102688433,0,9,2,0.8269230769230761,Republican
4632614960,5,4,3,0.25,Democrat
742897362293559296,1,5,4,0.7125,Republican
32602480,1,6,4,0.884615384615384,Republican
398875159,1,10,1,,
14739208,1,4,7,0.930555555555555,Republican
39892760,10,2,4,0.25,Democrat
944424018882514945,1,7,3,,
3023232696,2,5,5,,
37782239,6,4,6,0.33333333333333304,Democrat
814325870,1,8,2,0.833333333333333,Republican
4747595992,5,6,1,0.305555555555555,Democrat
808054161287872512,1,6,5,0.7674536940112171,Republican
2750772023,6,3,5,0.403846153846153,Democrat
1236621132,1,6,4,0.9791666666666661,Republican
3282749426,0,2,8,0.8437500000000001,Republican
595355600,0,5,5,0.9130434782608691,Republican
2438222132,8,2,2,0.216666666666666,Democrat
24343181,4,6,7,,
2865492398,1,7,7,0.75,Republican
47085577,4,5,3,0.238636363636363,Democrat
950694000,4,7,2,0.194444444444444,Democrat
26131385,0,7,4,0.892857142857142,Republican
76464380,6,2,9,0.25,Democrat
15619322,2,7,5,,
863021084156858368,0,9,1,0.71590909090909,Republican
215445895,3,5,4,0.7284559549271611,Republican
23269776,1,6,6,,
154031734,3,7,1,0.75,Republican
741352884516716545,0,6,7,,
1411918567,3,4,5,0.26315789473684204,Democrat
810525845504737280,0,6,4,1.0,Republican
208710996,6,3,6,0.125,Democrat
42283722,0,1,9,0.9166666666666661,Republican
1611699649,3,4,5,0.8571428571428571,Republican
168360685,7,5,4,0.27,Democrat
1575566160,1,9,3,0.796875,Republican
743954310770401285,2,8,2,,
2832236690,1,3,6,0.7321428571428571,Republican
2614356602,5,3,5,0.25,Democrat
246561534,0,4,7,0.861111111111111,Republican
937467037349064704,4,7,1,0.25,Democrat
83988299,1,8,2,0.1875,Democrat
291859621,1,3,6,0.76,Republican
823687159,0,7,3,,
42281075,1,8,3,,
885881037942927364,0,7,4,,
150832714,1,9,2,0.675,Republican
747379898,1,10,2,1.0,Republican
237716736,0,2,8,0.894230769230769,Republican
1321683974,2,7,3,,
826206979982897152,0,7,4,1.0,Republican
18919080,4,4,3,,
1058057604,0,4,7,0.75,Republican
3314180170,1,3,6,0.583333333333333,Republican
1453914164,3,0,11,,
485856231,0,5,6,0.9500000000000001,Republican
292929271,0,15,0,0.552083333333333,Republican
38233832,4,4,4,0.291666666666666,Democrat
926914093713448965,2,5,6,,
929043613,0,4,7,0.75,Republican
37016783,3,1,7,0.08333333333333301,Democrat
404351630,7,7,3,0.0625,Democrat
1515157003,0,5,7,0.75,Republican
1055977988381204482,1,6,3,,
327004121,1,5,4,,
797449887646437376,6,4,4,0.36111111111111105,Democrat
175255826,0,7,7,0.5,Republican
709965334284017664,0,6,4,0.8653846153846151,Republican
1148002971650797569,0,6,4,,
1139276808,1,4,7,0.9,Republican
305861213,4,5,2,0.15,Democrat
4241046226,3,5,3,0.267857142857142,Democrat
122218784,8,2,6,0.22222222222222202,Democrat
33885776,1,8,1,,
15393506,6,5,1,0.17857142857142802,Democrat
239938537,1,4,5,0.870689655172413,Republican
2780489769,6,6,1,0.5,Republican
626481582,1,3,6,0.875,Republican
7214472,3,8,0,,
3309270416,0,8,2,0.805555555555555,Republican
2871780513,9,1,5,0.16666666666666602,Democrat
91768882,2,4,5,,
36334906,2,7,3,0.8145161290322581,Republican
4624858456,1,3,8,0.875,Republican
365733167,0,7,5,0.7291666666666661,Republican
18665937,4,6,3,0.277777777777777,Democrat
39356894,3,4,3,0.6832740833209251,Republican
36735927,1,5,5,0.206896551724137,Democrat
2392977925,4,7,2,0.44444444444444403,Democrat
716599854,0,5,6,,
11067082,8,2,10,,
495402523,6,6,3,0.1875,Democrat
825737868601536513,3,2,8,,
50462520,3,2,9,0.375,Democrat
291981932,1,2,7,0.53125,Republican
117252134,7,1,6,0.1875,Democrat
582462990,4,5,2,0.34375000000000006,Democrat
702908800743804928,0,10,0,,
479156428,0,5,6,0.7187500000000001,Republican
3016027501,0,5,5,0.59375,Republican
131055748,4,7,5,0.15625,Democrat
3195492678,3,3,7,0.416666666666666,Democrat
2775672564,3,2,6,0.1,Democrat
839005622,1,3,6,,
845275794947670016,0,0,11,,
19494620,5,6,2,0.25,Democrat
126733358,1,6,4,0.22916666666666602,Democrat
4923977583,6,5,4,0.909140369967355,Republican
25821220,6,4,4,0.375,Democrat
19961753,8,1,6,,
1109549286,0,4,6,,
983952144,1,7,5,0.7291666666666661,Republican
48582802,1,4,6,0.138888888888888,Democrat
292045956,1,5,4,0.8541666666666661,Republican
262989474,6,4,8,0.265625,Democrat
1048518413256019974,7,4,3,,
22052516,2,6,4,0.6875,Republican
594716355,0,3,7,0.9500000000000001,Republican
4786492775,0,6,4,,
2981510336,1,3,6,0.8152173913043471,Republican
615624547,1,3,6,1.0,Republican
29250571,2,4,4,0.25,Democrat
115275690,6,6,3,,
14551462,3,1,9,0.202533949800059,Democrat
2915265805,0,4,7,0.708333333333333,Republican
528695649,1,3,6,0.7833333333333331,Republican
1315514498,7,3,5,,
1368704964,0,4,8,0.9,Republican
19016244,1,4,10,,
941136523,2,2,7,0.7000000000000001,Republican
1306016441087528960,2,1,7,0.875,Republican
530056944,3,7,0,,
1024508293,0,7,3,,
883076265481314304,2,6,4,,
24636510,0,8,2,0.86,Republican
783505361328156672,3,0,11,0.5,Republican
2733288368,2,9,0,0.16666666666666602,Democrat
879065539,5,6,2,0.208333333333333,Democrat
71020008,2,6,3,0.33333333333333304,Democrat
172828918,0,6,4,0.833333333333333,Republican
235338203,2,1,18,0.29411764705882304,Democrat
711487651,1,4,5,0.9375,Republican
130540691,14,2,4,0.25,Democrat
161770593,6,5,2,0.28125,Democrat
455824009,1,6,3,0.8875000000000001,Republican
369763395,2,4,4,,
3301173113,0,6,5,0.7638888888888881,Republican
711507721,0,5,8,0.9166666666666661,Republican
277143694,5,2,7,0.24509803921568601,Democrat
74146374,1,6,6,0.8437500000000001,Republican
820833504803946496,7,4,4,0.25,Democrat
142196812,8,3,3,0.21774193548387002,Democrat
850185059424403456,0,7,5,,
109995807,0,6,5,0.7916666666666661,Republican
969150019,1,6,4,0.07142857142857101,Democrat
262658666,0,7,5,0.75,Republican
3500008155,0,4,7,0.65,Republican
570445995,0,9,3,0.673426553132181,Republican
976186189391708160,0,7,3,0.756756756756756,Republican
734386879567519746,0,8,4,,
26868187,0,6,5,0.8571428571428571,Republican
4646027360,0,7,5,0.7142857142857141,Republican
2735260918,1,6,4,,
806282158105133058,0,4,6,,
426774984,3,7,5,,
856839234,1,2,8,0.9500000000000001,Republican
67728677,4,5,3,0.277777777777777,Democrat
1044581977146511360,1,6,4,1.0,Republican
3087177750,3,4,3,,
74000981,0,4,7,0.86453744493392,Republican
835882430842155010,3,6,8,,
1007957053,0,7,4,0.75,Republican
612202740,2,5,4,0.25,Democrat
3166311451,0,4,6,,
2409724183,0,2,8,0.75,Republican
827568807447195648,1,5,5,0.7142857142857141,Republican
785114914927022080,1,2,7,0.25,Democrat
1507477226,2,6,4,1.0,Republican
1665643459,0,1,9,0.8636363636363631,Republican
2962290429,8,4,4,0.275,Democrat
4204103117,0,2,9,0.8214285714285711,Republican
187402102,0,5,6,0.6071428571428571,Republican
825529804896223232,5,3,4,,
27335022,1,7,3,0.125,Democrat
48394143,5,5,2,0.20535714285714202,Democrat
767838338,1,4,7,0.9166666666666661,Republican
10292132,0,8,4,0.918526785714285,Republican
21261373,7,2,6,0.25,Democrat
207467032,1,3,6,,
900385382,0,5,7,0.9,Republican
419010339,0,6,5,0.5,Republican
282839729,1,7,4,0.8125,Republican
2327508894,4,6,1,0.34375000000000006,Democrat
729218181538045952,3,2,9,0.339285714285714,Democrat
472146804,4,3,3,0.416666666666666,Democrat
830594818304716800,0,11,2,0.8541666666666661,Republican
799828977368104960,0,4,6,0.875,Republican
2285365854,1,10,2,0.75,Republican
241213918,6,4,3,0.171052631578947,Democrat
184593940,2,7,2,0.08750000000000001,Democrat
730119974413545472,0,5,5,,
22084332,2,5,7,0.25,Democrat
194302476,3,7,2,0.322916666666666,Democrat
17452552,2,3,9,0.25,Democrat
803553492,7,3,5,0.308823529411764,Democrat
800543460700733441,5,6,2,,
21980204,9,4,1,0.375,Democrat
822655336423243779,6,7,3,,
104571522,7,7,3,0.23920863309352502,Democrat
2934243762,0,3,7,0.75,Republican
800510577516769281,1,7,4,,
125162409,1,7,4,0.7976190476190471,Republican
351168327,5,3,6,0.25,Democrat
538182130,0,8,3,1.0,Republican
51834233,0,7,3,0.875,Republican
932224326,3,7,3,0.25,Democrat
463754623,1,9,3,0.8541666666666661,Republican
544764112,2,7,2,0.25,Democrat
107743871,0,16,4,0.7672413793103441,Republican
901136546774089729,2,1,9,,
738708924346441728,0,7,5,0.75,Republican
15627090,6,4,7,0.25,Democrat
20998129,0,4,7,,
1461268495,0,2,9,0.9772727272727271,Republican
2168933815,3,3,6,0.5,Republican
698760565859028992,4,4,3,0.19415388758049001,Democrat
189131011,5,3,4,0.26190476190476103,Democrat
622499054,3,4,8,,
1560464622,8,2,6,0.0,Democrat
943879186426617857,0,6,6,,
29986029,0,3,8,0.758620689655172,Republican
899376676525801472,0,4,6,,
4311803477,3,3,5,,
307670383,0,6,4,0.25,Democrat
740217653915049984,0,10,3,,
19300782,1,2,7,,
829104120657223681,0,5,7,,
703052205574778885,3,6,5,,
29788849,1,6,4,0.6666666666666661,Republican
44156409,0,9,5,0.738095238095238,Republican
17057683,1,3,6,0.208333333333333,Democrat
55671919,1,6,4,,
3108148104,3,5,5,,
531547139,0,6,6,0.8823529411764701,Republican
66050432,5,8,5,0.344666666666666,Democrat
829886193777180672,1,6,5,0.710526315789473,Republican
1393556402,4,3,5,0.25,Democrat
88245802,3,1,6,0.8851351351351351,Republican
974097816,1,5,4,0.678571428571428,Republican
333111834,0,8,4,0.9166666666666661,Republican
711745290244476929,3,7,2,,
281845012,0,5,5,0.9375,Republican
719276978554171393,2,6,3,,
825703256752021504,0,7,4,0.892857142857142,Republican
303178926,3,5,4,0.9375,Republican
1915712912,2,3,5,0.8250000000000001,Republican
577316652,1,6,4,,
823953097743548417,2,7,4,,
1253709202503147520,2,5,3,0.7954545454545451,Republican
29853627,5,1,9,0.269230769230769,Democrat
29463651,1,6,6,0.734734659265138,Republican
56756372,2,8,3,0.802083333333333,Republican
1198463551,0,4,7,,
1011274719801298946,1,8,2,,
866824419078848513,0,3,7,,
944016498,1,2,8,0.75,Republican
232086329,1,8,5,0.75,Republican
446088777,5,1,9,,
927746353,1,4,7,0.83695652173913,Republican
2691420463,1,5,4,0.861386138613861,Republican
935615303156944897,0,7,4,,
95258240,2,9,4,,
594110006,0,7,5,,
153544744,5,8,1,0.375,Democrat
85869058,8,5,6,0.08333333333333301,Democrat
587717162,7,5,3,0.13636363636363602,Democrat
844766527,8,8,1,0.25,Democrat
177656920,0,6,4,,
2298736908,0,4,8,1.0,Republican
818577205059981312,0,4,6,,
988101871,2,0,15,0.416666666666666,Democrat
204999952,8,0,7,0.16666666666666602,Democrat
233578496,0,5,5,,
245970109,8,4,6,0.5,Republican
2435948240,7,5,3,0.23026315789473603,Democrat
853713685180805120,1,6,5,,
1713376238,6,7,1,0.17857142857142802,Democrat
5339712,7,4,5,0.125,Democrat
137721735,1,6,4,,
789278089528369152,1,7,4,0.875,Republican
419293674,4,2,6,0.16666666666666602,Democrat
1187718209195184129,2,7,3,,
44110086,14,0,4,0.22727272727272702,Democrat
846195720252116993,3,6,1,,
1926204236,1,2,9,0.8353658536585361,Republican
747531025534713857,5,3,5,,
2272339885,4,5,3,0.5,Republican
2278777837,4,4,5,0.261932684135098,Democrat
821206447627390979,0,5,8,,
715934174,5,3,7,0.25,Democrat
3029000373,1,5,5,0.7222222222222221,Republican
28269648,0,2,9,0.725,Republican
36112075,3,5,6,,
904751363787292673,1,2,7,,
247448919,6,6,4,0.47500000000000003,Democrat
391125565,1,3,6,0.708333333333333,Republican
3054153711,5,2,6,0.0,Democrat
343531550,2,3,6,0.30000000000000004,Democrat
315567981,0,4,7,0.7510204081632651,Republican
4665656604,2,7,1,0.25,Democrat
566784917,4,7,2,0.125,Democrat
579934851,5,6,2,,
455000950,6,9,1,,
2963470474,0,11,1,0.75,Republican
59327713,6,3,5,,
2729828360,0,7,5,0.861111111111111,Republican
2293061179,2,9,1,0.6532258064516121,Republican
3072080773,0,7,4,,
415871841,0,9,3,,
4726334119,6,3,6,0.125,Democrat
3217897738,0,7,6,1.0,Republican
4466727374,0,5,5,0.8125,Republican
40173983,0,12,1,0.770833333333333,Republican
44934503,5,5,3,0.115384615384615,Democrat
27435654,0,6,5,0.239130434782608,Democrat
104322917,1,8,1,0.8875000000000001,Republican
17788120,6,5,3,0.32258064516129004,Democrat
17918375,1,8,2,0.6666666666666661,Republican
783458223806291968,2,3,6,0.925,Republican
979112378,1,5,6,0.85,Republican
589418941,7,7,2,0.30000000000000004,Democrat
2870038385,0,8,5,0.6666666666666661,Republican
930793291,0,0,10,,
923580354,1,3,7,0.25,Democrat
562333253,1,6,3,0.9134615384615381,Republican
24942680,5,5,5,0.152667525863342,Democrat
14777914,0,4,6,,
1178784977493868548,0,3,8,,
54374860,4,6,3,,
45073524,4,5,6,0.10714285714285701,Democrat
17240376,5,3,9,0.21428571428571402,Democrat
3786907043,2,6,3,0.75,Republican
16959031,6,2,5,0.16666666666666602,Democrat
15207668,7,13,1,0.6944444444444441,Republican
212347008,1,4,5,0.965023847376788,Republican
1170721818,7,0,9,0.266666666666666,Democrat
14863299,0,2,9,0.47222222222222204,Democrat
158900228,8,7,3,0.20238095238095202,Democrat
14938715,2,6,3,,
45657150,0,2,9,0.9687500000000001,Republican
983669611320111109,0,6,7,,
2532408637,0,3,7,,
552347983,2,7,3,0.15740740740740702,Democrat
414857304,0,4,7,0.75,Republican
61628055,5,5,7,0.0,Democrat
545068087,1,6,5,0.6388888888888881,Republican
880816717097615360,1,4,5,,
3635663428,5,6,1,,
405195083,0,8,4,0.9375,Republican
888366840,0,8,3,0.954545454545454,Republican
25410951,0,4,6,0.892857142857142,Republican
1355717809,0,4,6,0.928571428571428,Republican
981024992082219008,0,7,4,1.0,Republican
45675936,0,3,7,0.7916666666666661,Republican
438592195,3,6,4,0.075,Democrat
2551219008,5,1,7,0.125,Democrat
475699422,1,2,7,0.9082278481012651,Republican
58594493,8,2,6,0.21042470873442,Democrat
31235105,1,3,7,0.8125,Republican
3188553726,0,6,4,0.9937500000000001,Republican
232704930,0,10,4,0.8541666666666661,Republican
23134835,1,3,6,0.5,Republican
2677325532,1,4,6,0.8541666666666661,Republican
27397174,1,3,7,0.875,Republican
204115085,4,6,2,0.10714285714285701,Democrat
3217258150,0,7,4,,
2953298804,2,6,8,0.28571428571428503,Democrat
1079944946,3,6,4,0.16666666666666602,Democrat
335743589,8,1,6,0.1,Democrat
842829371912151040,1,10,2,,
312705978,1,8,3,0.6704545454545451,Republican
99825855,2,5,5,0.25,Democrat
1059123349,1,4,5,0.9375,Republican
1671330092,3,5,5,0.17259861745808702,Democrat
242030522,1,8,2,,
22513566,0,5,8,0.5714285714285711,Republican
826515134281572352,3,7,2,0.208333333333333,Democrat
880443521005649920,0,5,7,0.925,Republican
480016540,1,4,7,0.1875,Democrat
835302176390057986,0,5,5,,
823361834442952704,0,5,5,0.9,Republican
838527224,4,6,4,0.1,Democrat
19802794,3,6,2,0.22916666666666602,Democrat
490970728,9,6,3,0.15625,Democrat
172145118,6,2,5,0.33333333333333304,Democrat
728421258,1,2,7,0.833333333333333,Republican
508117695,1,7,2,,
1202421817782222849,1,7,2,,
1902966572,1,7,7,,
613742631,0,7,3,0.9375,Republican
17696079,9,0,7,0.375,Democrat
868324345,1,3,6,,
712693887991566338,0,3,10,,
274637076,1,7,4,,
490437706,0,8,3,0.8879310344827581,Republican
4138868054,6,2,8,0.25,Democrat
214625086,8,4,3,0.0,Democrat
103216375,4,3,7,0.16666666666666602,Democrat
710066495,5,4,3,0.25,Democrat
831192655694589958,3,3,4,,
1516482030,9,2,4,0.16666666666666602,Democrat
197429311,0,4,7,0.7321428571428571,Republican
14545278,4,8,1,0.35000000000000003,Democrat
341150872,8,3,4,0.25,Democrat
80904174,3,4,4,0.958333333333333,Republican
503820367,2,9,0,0.15,Democrat
265084821,0,1,9,0.7000000000000001,Republican
15818841,1,8,2,,
824052243553026048,1,8,2,0.875,Republican
456355438,4,4,4,0.34615384615384603,Democrat
51532553,5,0,10,0.4375,Democrat
5473832,2,4,6,0.336538461538461,Democrat
37700619,3,5,4,0.35119047619047605,Democrat
467891236,2,12,0,0.8724489795918361,Republican
782085732277956608,4,5,3,0.17307692307692302,Democrat
871686875005759488,1,7,4,,
19921813,3,6,2,0.8522727272727271,Republican
874969563187884032,1,4,5,0.6666666666666661,Republican
34870175,0,3,7,0.7291666666666661,Republican
2233874224,0,7,3,0.616666666666666,Republican
47468127,1,5,6,0.7069848283558721,Republican
823263924317515776,4,3,5,0.5,Republican
738875921093042176,1,8,3,0.958333333333333,Republican
405684796,9,1,6,0.33333333333333304,Democrat
84140874,2,3,8,0.625,Republican
817389409205006336,0,7,3,,
212702656,0,4,8,,
828063043485569024,0,4,8,0.8269230769230761,Republican
7179562,1,4,6,0.8829787234042551,Republican
506009736,2,6,3,,
612037519,3,8,2,0.25,Democrat
18346882,3,3,4,,
3165000907,1,5,6,0.9,Republican
17885859,2,2,13,0.27083333333333304,Democrat
1544972311,6,3,6,,
79628884,6,3,7,0.29507806052949503,Democrat
4093654575,0,8,4,,
906992988,2,2,6,0.875,Republican
824695698880888833,1,4,5,,
90684850,5,3,5,0.21875000000000003,Democrat
839455282375839747,4,4,5,,
986597265509945344,0,8,3,0.8629032258064511,Republican
266379648,3,4,5,,
360771828,0,5,5,0.833333333333333,Republican
29755799,2,6,6,0.160714285714285,Democrat
15068127,0,4,6,,
27459279,0,0,10,,
1021343677,3,4,3,0.8653846153846151,Republican
734917406129152001,2,3,5,,
21011924,9,1,9,,
2820758935,2,5,3,0.08333333333333301,Democrat
1000417800,5,2,10,0.2,Democrat
705188095684050944,0,8,4,0.65625,Republican
3029530378,4,7,2,0.25,Democrat
312687453,2,8,2,0.723684210526315,Republican
520132600,0,9,2,0.816326530612244,Republican
262902044,0,2,8,0.75,Republican
812839933144547328,0,6,5,0.8690476190476191,Republican
3229591018,8,5,2,,
720492913491382273,2,4,5,,
311218704,1,8,6,,
258141834,4,3,5,0.234375,Democrat
228870641,5,1,8,,
764786132148113408,2,2,7,0.75,Republican
742160124618248193,2,4,5,,
801282424575586304,0,8,4,0.6578947368421051,Republican
705410894667366400,0,5,5,0.833333333333333,Republican
978471919,2,4,4,0.775,Republican
235679131,1,7,2,0.671875,Republican
15075753,7,0,8,0.68303385754745,Republican
4217721826,2,5,3,0.191917905116184,Democrat
815714884885344257,0,8,3,,
432579849,0,6,4,,
53847512,0,7,4,0.716666666666666,Republican
104890099,5,2,5,,
57071066,2,9,0,,
393595396,2,5,7,0.28571428571428503,Democrat
79768952,0,4,8,0.9375,Republican
17548736,0,7,4,,
760222175328661504,3,7,3,0.645833333333333,Republican
4042959256,2,7,1,0.08333333333333301,Democrat
1284057661,0,7,5,0.75,Republican
93667648,7,3,4,0.28846153846153805,Democrat
751286255501979648,7,3,6,0.33333333333333304,Democrat
3201126137,1,7,2,,
530813732,1,9,2,0.8642857142857141,Republican
855658513,0,3,8,1.0,Republican
49721208,2,6,3,0.875,Republican
150036637,10,4,4,,
815251696750391296,1,8,3,0.769230769230769,Republican
47193058,4,4,4,0.770833333333333,Republican
1179009924174626818,1,4,6,,
35351674,2,7,3,0.85,Republican
1429227859,3,2,5,0.30000000000000004,Democrat
176959730,0,1,9,0.763157894736842,Republican
825732931003969540,1,7,2,,
